Observation,Q_Values
"[0.034, -0.007, -0.135, -0.347]","[21.549082874375554, 6.056057063824605]"
"[0.034, 0.19, -0.142, -0.679]","[9.503610093519416, 11.69221644153854]"
"[0.038, -0.003, -0.155, -0.434]","[5.198416384076461, 11.341372688722206]"
"[0.037, 0.194, -0.164, -0.771]","[20.66149892832567, 20.30826589078055]"
"[0.041, 0.391, -0.179, -1.111]","[11.265643010788512, 24.714716725784]"
"[0.049, 0.588, -0.201, -1.454]","[12.394045158597534, 23.157780875996345]"
"[0.028, 0.03, 0.031, 0.049]","[10.282468840306365, 23.487045916124394]"
"[0.029, 0.225, 0.032, -0.234]","[6.233313913133848, 14.859399231495017]"
"[0.033, 0.029, 0.028, 0.069]","[20.607677353588308, 13.666294715956308]"
"[0.034, -0.166, 0.029, 0.37]","[18.455197727410244, 24.718547387210464]"
"[0.03, -0.362, 0.036, 0.672]","[13.807302704923467, 22.620733066353598]"
"[0.023, -0.167, 0.05, 0.391]","[11.268593694378877, 6.343277284803277]"
"[0.02, 0.027, 0.058, 0.114]","[16.82078375168581, 16.919519268575673]"
"[0.02, -0.169, 0.06, 0.425]","[12.152644407409404, 5.608145534810147]"
"[0.017, 0.025, 0.069, 0.151]","[20.001553202637538, 23.831393695154194]"
"[0.017, 0.219, 0.072, -0.119]","[9.855010068231163, 10.522366665362156]"
"[0.022, 0.023, 0.069, 0.196]","[19.45425470809584, 10.114081903493467]"
"[0.022, 0.217, 0.073, -0.075]","[14.467840800345808, 17.986004769359937]"
"[0.027, 0.021, 0.072, 0.24]","[12.242990424176675, 16.11448892432824]"
"[0.027, 0.215, 0.076, -0.029]","[20.33095452813314, 23.765577406919363]"
"[0.031, 0.409, 0.076, -0.297]","[7.28216346186273, 19.651877964483916]"
"[0.04, 0.213, 0.07, 0.019]","[24.144875010393832, 15.319723845995163]"
"[0.044, 0.407, 0.07, -0.251]","[8.758446423713263, 17.153642977548166]"
"[0.052, 0.601, 0.065, -0.521]","[20.220256949989547, 18.51492174483581]"
"[0.064, 0.405, 0.055, -0.208]","[10.849289317771117, 18.447173693234422]"
"[0.072, 0.209, 0.051, 0.101]","[14.062726234339067, 17.400097808960105]"
"[0.076, 0.014, 0.053, 0.41]","[9.365419200152669, 21.916418453731264]"
"[0.077, 0.208, 0.061, 0.134]","[19.806653816268913, 6.30352306986345]"
"[0.081, 0.402, 0.064, -0.139]","[18.653367389905178, 5.2930496102306925]"
"[0.089, 0.206, 0.061, 0.173]","[23.09303495517496, 24.60386255438585]"
"[0.093, 0.4, 0.064, -0.1]","[14.427739108125163, 23.161092324598275]"
"[0.101, 0.204, 0.062, 0.212]","[16.422028722250168, 23.61611052435814]"
"[0.105, 0.008, 0.066, 0.524]","[6.908591942387963, 22.85312624988312]"
"[0.105, -0.188, 0.077, 0.837]","[11.536328362448309, 6.65028932091772]"
"[0.101, -0.384, 0.094, 1.153]","[23.711641478315556, 14.817927050709368]"
"[0.094, -0.19, 0.117, 0.891]","[16.490162429954072, 23.651888776583938]"
"[0.09, -0.386, 0.135, 1.218]","[8.302954856223359, 17.411486987149555]"
"[0.082, -0.583, 0.159, 1.55]","[7.2182391995872885, 14.012043269421191]"
"[0.071, -0.78, 0.19, 1.887]","[24.43462499748624, 18.203030907344157]"
"[-0.025, 0.032, -0.008, -0.035]","[21.351133436617108, 17.240574460580348]"
"[-0.025, -0.163, -0.009, 0.255]","[15.654210960021537, 16.4668669145193]"
"[-0.028, 0.032, -0.004, -0.04]","[13.67963260949874, 23.974529425866457]"
"[-0.027, -0.163, -0.005, 0.251]","[16.012875933778034, 14.01668016216287]"
"[-0.031, 0.032, 0.001, -0.043]","[8.955293184737483, 9.66575690539187]"
"[-0.03, 0.227, -0.0, -0.335]","[10.449153180050876, 8.648027152438374]"
"[-0.026, 0.032, -0.007, -0.043]","[22.18336907100193, 16.93804888995462]"
"[-0.025, 0.227, -0.008, -0.338]","[7.604150951879594, 9.867329708844146]"
"[-0.02, 0.422, -0.015, -0.633]","[20.407730166933344, 17.87553537662834]"
"[-0.012, 0.227, -0.027, -0.345]","[11.21734709815257, 5.811580302740625]"
"[-0.007, 0.423, -0.034, -0.646]","[7.328913005343396, 9.742563145064928]"
"[0.001, 0.619, -0.047, -0.949]","[10.134398796173548, 10.873059362488338]"
"[0.014, 0.814, -0.066, -1.256]","[21.611010212833577, 13.169717281991076]"
"[0.03, 0.62, -0.091, -0.985]","[23.128301749572763, 12.211256810110267]"
"[0.042, 0.816, -0.111, -1.305]","[19.773619544977613, 11.894761721913214]"
"[0.059, 1.013, -0.137, -1.63]","[17.017336464268915, 23.183483772887538]"
"[0.079, 0.819, -0.17, -1.383]","[15.770886052973797, 20.021934123394544]"
"[0.095, 0.627, -0.197, -1.148]","[24.15944328215194, 21.518745569196334]"
"[0.034, -0.045, 0.037, -0.043]","[20.13255329840685, 5.467932470792718]"
"[0.033, -0.24, 0.036, 0.261]","[14.223951642311317, 10.568933557426092]"
"[0.028, -0.046, 0.041, -0.02]","[6.210246427637244, 13.998691772936429]"
"[0.027, 0.149, 0.041, -0.299]","[11.40332086502883, 17.612795211922222]"
"[0.03, 0.343, 0.035, -0.579]","[8.306595308643619, 11.771190414872228]"
"[0.037, 0.538, 0.023, -0.861]","[12.860019032694694, 23.604202318839427]"
"[0.048, 0.342, 0.006, -0.561]","[19.374238576274387, 14.184026296436091]"
"[0.054, 0.147, -0.005, -0.266]","[10.745946169874824, 14.367688522009889]"
"[0.057, 0.342, -0.011, -0.561]","[11.369660472645972, 15.700686663005811]"
"[0.064, 0.538, -0.022, -0.857]","[14.953719232487952, 12.795745551282865]"
"[0.075, 0.343, -0.039, -0.571]","[10.903962205564197, 23.82553897756445]"
"[0.082, 0.539, -0.051, -0.876]","[14.445819572895083, 16.092102832961793]"
"[0.093, 0.344, -0.068, -0.599]","[15.808609598602388, 21.802716208694676]"
"[0.099, 0.15, -0.08, -0.329]","[5.885689780855381, 19.932872203834965]"
"[0.102, 0.346, -0.087, -0.646]","[12.483299584073723, 23.951399536904088]"
"[0.109, 0.152, -0.1, -0.382]","[22.72994319240964, 6.77474850957843]"
"[0.112, -0.041, -0.107, -0.122]","[21.845584351739028, 13.266350603667176]"
"[0.112, 0.155, -0.11, -0.446]","[5.66863287703584, 6.283623191149651]"
"[0.115, -0.038, -0.119, -0.19]","[10.726287948070816, 24.73844238127241]"
"[0.114, -0.231, -0.122, 0.063]","[22.57562155873859, 15.724741550884831]"
"[0.109, -0.425, -0.121, 0.315]","[24.644680425246477, 24.978669158724806]"
"[0.101, -0.618, -0.115, 0.567]","[22.689404903353452, 8.082129552118289]"
"[0.088, -0.421, -0.103, 0.24]","[7.071249503182411, 18.336200237932456]"
"[0.08, -0.615, -0.099, 0.499]","[20.256180198062346, 15.3823982720602]"
"[0.068, -0.418, -0.089, 0.177]","[19.460794116960933, 16.93878810203774]"
"[0.059, -0.222, -0.085, -0.143]","[5.752489671174949, 11.485536203973222]"
"[0.055, -0.416, -0.088, 0.122]","[11.878854596264228, 9.239741289654265]"
"[0.047, -0.61, -0.086, 0.386]","[20.548759157676667, 15.856774585383945]"
"[0.034, -0.803, -0.078, 0.65]","[23.67564310174685, 15.223306642644111]"
"[0.018, -0.607, -0.065, 0.334]","[21.43007571173111, 23.685634319919018]"
"[0.006, -0.802, -0.058, 0.606]","[23.21506180806653, 6.718039799241895]"
"[-0.01, -0.996, -0.046, 0.879]","[15.390609358333464, 16.644465653458923]"
"[-0.03, -0.8, -0.028, 0.573]","[17.491838445478713, 19.443392321573334]"
"[-0.046, -0.995, -0.017, 0.856]","[22.989146311113227, 19.218390850389405]"
"[-0.066, -1.19, 0.0, 1.144]","[7.241761948572682, 9.070023246288471]"
"[-0.089, -0.995, 0.023, 0.851]","[17.867135835645914, 23.71606752662931]"
"[-0.109, -1.19, 0.04, 1.151]","[14.941450032732437, 19.9157169974063]"
"[-0.133, -1.386, 0.063, 1.456]","[19.441111205209225, 19.584986760051056]"
"[-0.161, -1.191, 0.092, 1.183]","[19.19035262845695, 5.771400084799987]"
"[-0.185, -0.997, 0.116, 0.921]","[13.371147898635215, 24.529178472689548]"
"[-0.205, -1.194, 0.134, 1.248]","[24.23345529565944, 20.42778827027822]"
"[-0.228, -1.001, 0.159, 1.0]","[7.634637009214062, 5.045936980940141]"
"[-0.249, -1.198, 0.179, 1.338]","[14.284678838001426, 22.91795713842312]"
"[-0.272, -1.394, 0.206, 1.681]","[18.367969040440894, 7.39842584999815]"
"[0.015, -0.015, -0.046, 0.009]","[17.817521746877603, 20.073979171450127]"
"[0.015, 0.181, -0.046, -0.298]","[19.42995019331022, 9.76465071314815]"
"[0.018, 0.376, -0.052, -0.605]","[13.004716723757683, 11.30361167954424]"
"[0.026, 0.572, -0.064, -0.913]","[22.118099529747713, 19.480357307854206]"
"[0.037, 0.768, -0.082, -1.225]","[9.981672444659328, 11.84059499762771]"
"[0.053, 0.964, -0.107, -1.542]","[12.558390267628187, 5.300729884031101]"
"[0.072, 1.16, -0.137, -1.866]","[17.785239218280868, 5.777400172592596]"
"[0.095, 1.357, -0.175, -2.198]","[14.605920443992805, 21.523312844354773]"
"[-0.047, 0.036, -0.033, 0.031]","[6.052186412336059, 8.160805203145905]"
"[-0.047, -0.159, -0.033, 0.313]","[20.431071757537058, 13.794024434926142]"
"[-0.05, -0.354, -0.027, 0.595]","[9.696212201639032, 7.253284839097582]"
"[-0.057, -0.158, -0.015, 0.294]","[8.713106080942408, 5.648722425132837]"
"[-0.06, 0.037, -0.009, -0.003]","[8.211844133732813, 23.1610225547485]"
"[-0.059, 0.232, -0.009, -0.298]","[18.93541919387184, 18.933443423007034]"
"[-0.055, 0.428, -0.015, -0.594]","[10.536614388754357, 10.880761466315818]"
"[-0.046, 0.233, -0.027, -0.306]","[7.4161168388624805, 7.934588984603918]"
"[-0.042, 0.038, -0.033, -0.022]","[6.97363680757292, 18.763798207481607]"
"[-0.041, -0.157, -0.033, 0.261]","[17.77420506290665, 16.07867580218073]"
"[-0.044, -0.351, -0.028, 0.543]","[22.615049868649265, 7.003823341748808]"
"[-0.051, -0.546, -0.017, 0.826]","[19.152985935395048, 10.62749564100626]"
"[-0.062, -0.741, -0.001, 1.114]","[18.011181457215912, 10.091986334801613]"
"[-0.077, -0.546, 0.022, 0.821]","[17.812211520113046, 14.135891018829195]"
"[-0.088, -0.351, 0.038, 0.535]","[5.194213234703842, 12.855732565950944]"
"[-0.095, -0.156, 0.049, 0.255]","[6.701029362517302, 10.608192448551412]"
"[-0.098, 0.038, 0.054, -0.022]","[7.188798928944751, 14.63050807890383]"
"[-0.097, -0.158, 0.053, 0.287]","[11.412966801953974, 5.000361094931582]"
"[-0.1, -0.354, 0.059, 0.596]","[5.900486862944135, 17.057938142409775]"
"[-0.107, -0.159, 0.071, 0.322]","[24.987515968610378, 13.915846456995677]"
"[-0.11, 0.035, 0.078, 0.053]","[5.022692163095819, 22.20510426079825]"
"[-0.11, 0.229, 0.079, -0.214]","[23.001933974854037, 22.956851520892855]"
"[-0.105, 0.422, 0.074, -0.481]","[9.073840002776834, 13.232596209418366]"
"[-0.097, 0.226, 0.065, -0.166]","[9.356242302048694, 8.20375254512198]"
"[-0.092, 0.42, 0.061, -0.438]","[22.6532421885395, 12.152835049938972]"
"[-0.084, 0.225, 0.053, -0.126]","[12.378510849399742, 23.82274794673119]"
"[-0.079, 0.419, 0.05, -0.402]","[6.24691876045757, 15.616748480962215]"
"[-0.071, 0.613, 0.042, -0.678]","[10.889398780412439, 12.689005783581468]"
"[-0.059, 0.418, 0.029, -0.373]","[5.384664930054386, 8.09760582604392]"
"[-0.05, 0.612, 0.021, -0.656]","[13.210631039722092, 24.194546154445003]"
"[-0.038, 0.807, 0.008, -0.942]","[19.372456034253485, 5.06932187839409]"
"[-0.022, 1.002, -0.011, -1.232]","[14.980296801751042, 13.149812540639765]"
"[-0.002, 1.197, -0.036, -1.528]","[5.454606255593026, 13.361298731928281]"
"[0.022, 1.003, -0.066, -1.247]","[6.2956034221968675, 5.206740233912555]"
"[0.042, 1.199, -0.091, -1.56]","[11.503882801684263, 20.577587779216238]"
"[0.066, 1.395, -0.122, -1.879]","[20.918480601496082, 19.082388105686796]"
"[0.094, 1.201, -0.16, -1.627]","[14.878755214243334, 12.322544202469645]"
"[0.118, 1.008, -0.192, -1.388]","[7.687924778700001, 8.31681614649425]"
"[0.009, -0.01, 0.037, 0.02]","[21.660071262960876, 11.761199056392584]"
"[0.009, 0.185, 0.037, -0.261]","[21.44978732247401, 24.653876624265433]"
"[0.012, 0.379, 0.032, -0.542]","[24.366101067736533, 9.13022955657788]"
"[0.02, 0.574, 0.021, -0.824]","[11.259539324513346, 19.135321812624095]"
"[0.031, 0.769, 0.005, -1.11]","[19.154200430649496, 24.2367506638644]"
"[0.047, 0.964, -0.017, -1.401]","[5.616511111908846, 17.196833705818605]"
"[0.066, 1.159, -0.046, -1.699]","[15.532695209379824, 21.22932368053107]"
"[0.089, 0.964, -0.079, -1.421]","[6.994682103383855, 14.851190998305068]"
"[0.108, 0.77, -0.108, -1.154]","[15.352678079046282, 20.360690508508373]"
"[0.124, 0.577, -0.131, -0.897]","[19.89199687096344, 20.781934931384114]"
"[0.135, 0.384, -0.149, -0.648]","[23.71614264787108, 22.074130945263576]"
"[0.143, 0.581, -0.162, -0.984]","[9.164388101138721, 18.42621169247858]"
"[0.155, 0.777, -0.182, -1.323]","[21.839558800225824, 18.272788261858782]"
"[0.17, 0.585, -0.208, -1.092]","[17.680884837834622, 23.653894141028612]"
"[0.01, 0.032, -0.016, -0.04]","[8.959575927364874, 15.493242093614644]"
"[0.011, 0.227, -0.017, -0.338]","[7.2145564948249525, 12.01210194339195]"
"[0.016, 0.032, -0.024, -0.051]","[20.754134716393793, 15.181563822665183]"
"[0.016, 0.228, -0.025, -0.351]","[13.086372094486158, 15.31658041756209]"
"[0.021, 0.423, -0.032, -0.651]","[13.075598088456843, 10.687587257540315]"
"[0.029, 0.228, -0.045, -0.369]","[23.57775033405234, 13.565357492543912]"
"[0.034, 0.034, -0.052, -0.091]","[10.183051438477513, 12.51182397390509]"
"[0.034, 0.23, -0.054, -0.399]","[15.540773661505913, 7.031010586043864]"
"[0.039, 0.426, -0.062, -0.709]","[23.859991721863654, 8.378399360978754]"
"[0.048, 0.231, -0.076, -0.436]","[10.665178017931174, 8.09576453297003]"
"[0.052, 0.037, -0.085, -0.168]","[12.878644201023054, 9.69318344604994]"
"[0.053, 0.234, -0.088, -0.487]","[18.957315525916375, 8.396191663857405]"
"[0.058, 0.04, -0.098, -0.223]","[22.466724557928863, 24.3207621174245]"
"[0.058, -0.154, -0.103, 0.037]","[22.560961669904465, 12.114253999183562]"
"[0.055, 0.043, -0.102, -0.286]","[15.707324816434712, 21.505810879897126]"
"[0.056, 0.239, -0.107, -0.609]","[14.776819359885085, 24.500021995796537]"
"[0.061, 0.046, -0.12, -0.352]","[19.348834406664306, 23.943743796976136]"
"[0.062, 0.242, -0.127, -0.68]","[5.732766984875015, 11.275731822570163]"
"[0.067, 0.439, -0.14, -1.01]","[6.706642539623806, 10.724094474565915]"
"[0.076, 0.246, -0.16, -0.764]","[16.318602451355996, 8.37927286693554]"
"[0.08, 0.443, -0.176, -1.103]","[14.234179177518754, 10.648836259828304]"
"[0.089, 0.64, -0.198, -1.445]","[5.36925290207745, 9.24222748994553]"
"[-0.044, -0.008, -0.018, 0.017]","[10.93550373003499, 24.182846953295446]"
"[-0.044, -0.203, -0.017, 0.304]","[15.793596204176286, 16.659949529617354]"
"[-0.048, -0.007, -0.011, 0.006]","[8.299574084230139, 8.768214220908888]"
"[-0.049, 0.188, -0.011, -0.29]","[20.65312443644816, 12.325750939184362]"
"[-0.045, 0.383, -0.017, -0.586]","[19.830596890843026, 23.349473245810852]"
"[-0.037, 0.188, -0.029, -0.299]","[20.51115791577935, 17.235594398875676]"
"[-0.033, 0.384, -0.035, -0.601]","[20.13687100958108, 10.088848651734414]"
"[-0.026, 0.189, -0.047, -0.319]","[9.040227905758929, 16.29073709510457]"
"[-0.022, 0.385, -0.053, -0.626]","[23.6545150102188, 7.594202104096805]"
"[-0.014, 0.581, -0.066, -0.935]","[5.37794171437675, 15.237544238523315]"
"[-0.003, 0.387, -0.084, -0.664]","[16.25485032074073, 7.477117768357653]"
"[0.005, 0.193, -0.098, -0.399]","[6.031974777662279, 16.501547063839098]"
"[0.009, 0.389, -0.106, -0.721]","[12.94731195094922, 15.756911289669082]"
"[0.017, 0.586, -0.12, -1.045]","[22.519662694622802, 10.352806857832624]"
"[0.028, 0.392, -0.141, -0.792]","[24.357015760365353, 8.724975563970403]"
"[0.036, 0.589, -0.157, -1.125]","[18.239476591346154, 21.46541548496184]"
"[0.048, 0.396, -0.179, -0.886]","[12.704794210576376, 8.889606358113216]"
"[0.056, 0.593, -0.197, -1.229]","[23.764364120075427, 15.156154938640615]"
"[0.023, -0.039, -0.021, -0.002]","[19.85027113329224, 11.662079425988278]"
"[0.023, 0.157, -0.021, -0.301]","[17.388432519924883, 24.466709281352585]"
"[0.026, 0.352, -0.027, -0.601]","[13.242403691119991, 11.772370168054122]"
"[0.033, 0.157, -0.039, -0.317]","[13.314981784014574, 20.708415166404393]"
"[0.036, -0.037, -0.045, -0.036]","[15.196028461363841, 20.892486211562794]"
"[0.035, 0.159, -0.046, -0.343]","[6.176208514472981, 11.960808690923193]"
"[0.038, 0.354, -0.053, -0.65]","[11.935665093785614, 12.845551532399826]"
"[0.045, 0.55, -0.066, -0.959]","[6.09412747357762, 22.66191492019342]"
"[0.056, 0.746, -0.085, -1.272]","[21.71029144652484, 11.065459859193593]"
"[0.071, 0.942, -0.111, -1.59]","[24.315986806096753, 20.542771318726828]"
"[0.09, 1.138, -0.142, -1.915]","[12.161293919753557, 12.895657153681997]"
"[0.113, 0.945, -0.181, -1.669]","[22.186185280099473, 12.478272801106671]"
"[0.026, -0.019, 0.027, 0.032]","[6.24244916364283, 17.884203102035293]"
"[0.026, -0.215, 0.028, 0.333]","[21.183592309641476, 12.180464042434318]"
"[0.022, -0.41, 0.034, 0.634]","[8.79509984979512, 8.203611763113038]"
"[0.013, -0.216, 0.047, 0.352]","[19.1593406887157, 15.760362473754448]"
"[0.009, -0.021, 0.054, 0.075]","[22.856397892749456, 14.618498380950907]"
"[0.009, -0.217, 0.056, 0.384]","[13.102756171617946, 23.563420968499894]"
"[0.004, -0.023, 0.063, 0.11]","[19.46726832230879, 11.393729746522185]"
"[0.004, -0.219, 0.065, 0.422]","[15.438267919184298, 13.1294068899936]"
"[-0.001, -0.025, 0.074, 0.15]","[22.8383546138109, 7.123313520743626]"
"[-0.001, 0.169, 0.077, -0.118]","[13.751772738554502, 12.797154051508608]"
"[0.002, -0.027, 0.075, 0.198]","[22.81077243780683, 20.049473562682333]"
"[0.002, 0.167, 0.079, -0.071]","[24.702219928755852, 7.711872294545699]"
"[0.005, 0.361, 0.077, -0.338]","[8.341743547142233, 7.585199925469008]"
"[0.012, 0.555, 0.07, -0.605]","[12.915315415619744, 9.081790195970953]"
"[0.023, 0.359, 0.058, -0.291]","[13.900836779887346, 9.108753848064987]"
"[0.031, 0.163, 0.052, 0.019]","[23.282346947308696, 16.162969804984275]"
"[0.034, 0.358, 0.053, -0.256]","[13.126286891672427, 12.469935610133753]"
"[0.041, 0.162, 0.048, 0.053]","[15.298574497369941, 7.29587352625331]"
"[0.044, -0.034, 0.049, 0.36]","[9.102228572216584, 16.490050253496882]"
"[0.044, -0.23, 0.056, 0.668]","[7.452939105597318, 21.69733958779243]"
"[0.039, -0.426, 0.069, 0.977]","[19.140026173956898, 15.782604416154404]"
"[0.031, -0.622, 0.089, 1.291]","[21.368557198619012, 16.11807657317933]"
"[0.018, -0.428, 0.115, 1.027]","[6.305961771383231, 15.013264609681045]"
"[0.01, -0.234, 0.135, 0.773]","[13.405495182281665, 7.7054232260572615]"
"[0.005, -0.431, 0.151, 1.105]","[23.874666298502955, 23.167304681926666]"
"[-0.004, -0.238, 0.173, 0.863]","[21.55373364394643, 15.973404491504082]"
"[-0.009, -0.435, 0.19, 1.205]","[6.748030843878601, 21.521624123440375]"
"[-0.011, -0.042, 0.036, 0.017]","[18.15622369336414, 10.301062734448633]"
"[-0.011, 0.153, 0.036, -0.265]","[10.676585891132273, 24.291395683353585]"
"[-0.008, 0.347, 0.031, -0.546]","[19.884039272592926, 12.100148996861126]"
"[-0.001, 0.152, 0.02, -0.243]","[15.274097858777512, 24.63484273942649]"
"[0.002, -0.044, 0.015, 0.056]","[8.631326890771218, 6.555109943211757]"
"[0.001, 0.151, 0.017, -0.232]","[8.493705078316653, 12.567725375377732]"
"[0.004, -0.044, 0.012, 0.066]","[5.413287808604359, 18.252720460014938]"
"[0.003, 0.151, 0.013, -0.223]","[8.880538645114056, 16.39320765121986]"
"[0.006, 0.346, 0.009, -0.511]","[10.039680938153822, 21.18006372710603]"
"[0.013, 0.541, -0.001, -0.801]","[11.993385858854584, 5.56715069213425]"
"[0.024, 0.736, -0.017, -1.095]","[10.200476627236124, 16.54738164671326]"
"[0.038, 0.541, -0.039, -0.807]","[5.820262475007485, 23.998357419901687]"
"[0.049, 0.347, -0.056, -0.527]","[12.570632111263915, 21.961550856865554]"
"[0.056, 0.542, -0.066, -0.837]","[8.726028041913182, 10.85878259750169]"
"[0.067, 0.738, -0.083, -1.15]","[14.266587754806725, 18.20940465235476]"
"[0.082, 0.934, -0.106, -1.467]","[7.578153597666533, 15.719090279987578]"
"[0.1, 0.741, -0.135, -1.209]","[10.496217054039136, 6.635381526338733]"
"[0.115, 0.548, -0.159, -0.962]","[23.259483051058645, 13.263615648635707]"
"[0.126, 0.355, -0.179, -0.723]","[9.224365260101008, 22.866890142594006]"
"[0.133, 0.552, -0.193, -1.066]","[14.183049000641343, 12.062420019874603]"
"[0.008, 0.036, 0.027, 0.045]","[21.687976932960638, 5.609145013620644]"
"[0.009, 0.23, 0.028, -0.239]","[6.671588967888679, 8.351591745364473]"
"[0.014, 0.035, 0.023, 0.062]","[6.253862638255601, 23.427486623308685]"
"[0.014, -0.161, 0.024, 0.362]","[17.710871649258788, 22.149956706570816]"
"[0.011, -0.356, 0.031, 0.662]","[9.978307577555771, 23.733508769250264]"
"[0.004, -0.161, 0.045, 0.38]","[21.201612166198196, 9.072667570960675]"
"[0.001, 0.033, 0.052, 0.101]","[14.75218309302595, 7.7877589840417265]"
"[0.001, 0.227, 0.054, -0.174]","[17.579256779665418, 12.990515454704436]"
"[0.006, 0.422, 0.051, -0.449]","[17.86196653001512, 24.034509957569668]"
"[0.014, 0.226, 0.042, -0.141]","[11.462449835440868, 23.23857212313905]"
"[0.019, 0.03, 0.039, 0.164]","[11.973331771342362, 24.538366397394086]"
"[0.019, 0.225, 0.042, -0.116]","[16.295065996709358, 24.000862250315997]"
"[0.024, 0.419, 0.04, -0.395]","[15.338820931210437, 14.756708278055857]"
"[0.032, 0.224, 0.032, -0.09]","[17.284790095249065, 24.501779598492824]"
"[0.037, 0.418, 0.03, -0.372]","[19.1491811335742, 11.778026204681158]"
"[0.045, 0.223, 0.023, -0.07]","[24.240355903191997, 13.79304528021715]"
